destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,events,attraction_total_reviews,attraction_sample_reviews,hotel_name_1,hotel_location_1,hotel_review_short_1,hotel_rating_approx_1,hotel_price_1,hotel_name_2,hotel_location_2,hotel_review_short_2,hotel_rating_approx_2,hotel_price_2,hotel_name_3,hotel_location_3,hotel_review_short_3,hotel_rating_approx_3,hotel_price_3,restaurant_name_1,restaurant_location_name_1,restaurant_rating_1,restaurant_price_range_1,restaurant_name_2,restaurant_location_name_2,restaurant_rating_2,restaurant_price_range_2,restaurant_name_3,restaurant_location_name_3,restaurant_rating_3,restaurant_price_range_3,hotel_name_1.1,hotel_location_1.1,hotel_review_short_1.1,hotel_rating_approx_1.1,hotel_price_1.1,hotel_name_2.1,hotel_location_2.1,hotel_review_short_2.1,hotel_rating_approx_2.1,hotel_price_2.1,hotel_name_3.1,hotel_location_3.1,hotel_review_short_3.1,hotel_rating_approx_3.1,hotel_price_3.1,restaurant_name_1.1,reataurant_location_name_1,restaurant_rating_1.1,restaurant_price_range_1.1,restaurant_name_2.1,reataurant_location_name_2,restaurant_rating_2.1,restaurant_price_range_2.1,restaurant_name_3.1,reataurant_location_name_3,restaurant_rating_3.1,restaurant_price_range_3.1,kmeans_cluster
482,dhading,dhading,Oct–Nov,"Nature, Trekking",Trekking & Adventure,"Trekking, Photography",Moderate,Road + Trek,27.95,84.9,3,"A diverse district with hills, rivers, and villages, Dhading offers trekking trails and cultural experiences. It’s a mix of natural beauty and rural charm.","['From Kathmandu, drive northwest via Naubise to reach Dhading District.']","[{'event_name': 'Dhading Hill & Village Trek Festival', 'venue': 'Trek / Village', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, village cultural programs, and handicraft stalls.'}]",500,['District with beautiful trekking trails and rural villages.'],Shreeban Nature Camp,Nalang 45100,Good hospitality at an affordable price.,4,Mid: $25–$45,Country Paradise Resort,Nalang 45100,Pleasant ambiance with good food and amenities.,4.1,Low: $12–$25,Mina Shrestha Lodge,"VV77+G6P, Malekhu-Dhading Besi Road, Nalang 45100",Luxurious retreat with exceptional service.,3.8,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,Shreeban Nature Camp,Nalang 45100,Good hospitality at an affordable price.,4,Mid: $25–$45,Country Paradise Resort,Nalang 45100,Pleasant ambiance with good food and amenities.,4.1,Low: $12–$25,Mina Shrestha Lodge,"VV77+G6P, Malekhu-Dhading Besi Road, Nalang 45100",Luxurious retreat with exceptional service.,3.8,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,1
483,patan,lalitpur,Oct–Feb,"Cultural, Heritage",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.672,85.316,3,"Part of Lalitpur, Patan is renowned for its Durbar Square, filled with exquisite temples and palaces. It’s a UNESCO site showcasing Newar artistry.","['From Kathmandu, drive south to Patan city to explore temples and squares.']","[{'event_name': 'Patan Durbar Square Heritage Week', 'venue': 'Durbar Square', 'month___season': 'Autumn', 'type': 'Cultural / Tourism', 'description___source': 'Guided heritage walks, folk performances, and artisan stalls.'}]",600,['Cultural city famous for Durbar Square and Newar architecture.'],Fresco Retreat - Best Budget Hotel in Kathmandu,"Narayan Bhawan, Ward No: 5, Lalitpur 44600","Decent rooms, perfect for budget travelers.",4,Mid: $25–$45,Shaligram Hotel,"Jawalakhel Rd, Lalitpur 44600",Great mid-range option for family visits.,4,Low: $12–$25,HOTEL SIRAAJ,"Way to British camp, CDO office road, Lalitpur 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,Fresco Retreat - Best Budget Hotel in Kathmandu,"Narayan Bhawan, Ward No: 5, Lalitpur 44600","Decent rooms, perfect for budget travelers.",4,Mid: $25–$45,Shaligram Hotel,"Jawalakhel Rd, Lalitpur 44600",Great mid-range option for family visits.,4,Low: $12–$25,HOTEL SIRAAJ,"Way to British camp, CDO office road, Lalitpur 44600",Top-notch experience and beautiful design.,4.1,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,3
484,bhrikutimandap,kathmandu,Oct–Feb,"Religious, Cultural",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.7,85.324,3,"A cultural and exhibition ground in Kathmandu, Bhrikutimandap hosts fairs, events, and gatherings. It’s a lively space for community activities.","['From Kathmandu, drive north to Bhrikutimandap near Sundarijal for hill viewpoints.']","[{'event_name': 'Bhrikuti Mandap Cultural & Yoga Day', 'venue': 'Hilltop Grounds', 'month___season': 'Summer', 'type': 'Health / Cultural', 'description___source': 'Yoga workshops, folk performances, and local food stalls.'}]",369,['Hill area offering panoramic views of Kathmandu Valley.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Blueberry Kitchen,Bhrikutimandap,4.2,Mid: $25–$45,Drishya Lounge,Bhrikutimandap,4,Low: $12–$25,Apricus Garden Restaurant,Bhrikutimandap,4,High: $40–$70,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Blueberry Kitchen,Bhrikutimandap,4.2,Mid: $25–$45,Drishya Lounge,Bhrikutimandap,4,Low: $12–$25,Apricus Garden Restaurant,Bhrikutimandap,4,High: $40–$70,3
485,thamel,kathmandu,Oct–Feb,"City, Shopping, Cultural",Cultural & Religious Sites,"Sightseeing, Shopping",Easy,Road accessible,27.71,85.32,3,"Kathmandu’s tourist hub, Thamel is packed with shops, restaurants, and nightlife. It’s the starting point for treks and a center of urban energy.","['In Kathmandu, visit the Thamel neighborhood for shopping and cultural spots.']","[{'event_name': 'Thamel Cultural & Tourism Week', 'venue': 'Bazaar / Streets', 'month___season': 'Winter', 'type': 'Cultural / Tourism', 'description___source': 'Street performances, local handicrafts, and food festivals.'}]",700,"['Bustling tourist hub with shops, restaurants, and nightlife.']","Greatwall International Hotel, Kathmandu","Chibahal Marg, Kathmandu 44600",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,Kumari Boutique Hotel,"Chhusya Galli, Kathmandu 44600",Great mid-range option for family visits.,4,Low: $12–$25,Hotel Mulberry,"Jyatha Galli, Kathmandu 44600",Luxurious retreat with exceptional service.,3.9,High: $40–$70,Jasper Restaurant,Thamel,4.1,Mid: $25–$45,Thai Casa En Thamel,Thamel,4,Low: $12–$25,Forest & Plate,Thamel,3.9,High: $40–$70,"Greatwall International Hotel, Kathmandu","Chibahal Marg, Kathmandu 44600",A cozy stay with basic comforts and local charm.,4.1,Mid: $25–$45,Kumari Boutique Hotel,"Chhusya Galli, Kathmandu 44600",Great mid-range option for family visits.,4,Low: $12–$25,Hotel Mulberry,"Jyatha Galli, Kathmandu 44600",Luxurious retreat with exceptional service.,3.9,High: $40–$70,Jasper Restaurant,Thamel,4.1,Mid: $25–$45,Thai Casa En Thamel,Thamel,4,Low: $12–$25,Forest & Plate,Thamel,3.9,High: $40–$70,3
486,changu narayan lesser shrines,bhaktapur,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.702,85.431,3,Around the main Changu Narayan Temple are smaller shrines showcasing ancient stone carvings and Newar artistry. They add depth to the UNESCO site’s heritage.,"['From Kathmandu, drive northeast to Changu Narayan Temple complex to explore lesser shrines.']","[{'event_name': 'Changu Narayan Shrine Festival', 'venue': 'Shrine Premises', 'month___season': 'Autumn', 'type': 'Religious / Cultural', 'description___source': 'Local rituals, folk music, and community gathering.'}]",875,['Small sacred sites around the main Changu Narayan Temple.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
487,jayamangala (ratnanagar area),chitwan,All Year,Temple/Local area,Cultural & Religious Sites,"Pilgrimage, Local visit",Easy,Road,27.6725,84.5389,3,"Located in Ratnanagar, Chitwan, Jayamangala is a local cultural and religious site. It reflects the traditions of the Tharu community and serves as a gathering place for festivals.","['From Kathmandu, drive south via Mugling and Ratnanagar to reach Jayamangala area.']","[{'event_name': 'Jayamangala Cultural & Trade Fair', 'venue': 'Village / Market Area', 'month___season': 'Autumn', 'type': 'Cultural / Trade', 'description___source': 'Local trade exhibition with folk performances and handicrafts.'}]",357,['Local town with community markets and rural charm.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
488,krishna pranami temple,chitwan,Chisapani area,Religious,Cultural & Religious Sites,"Pilgrimage, Worship",Easy,Road,27.673,84.441,3,"A temple dedicated to Lord Krishna, reflecting the Pranami religious tradition. It is a peaceful spiritual site visited by devotees for prayer and meditation.","['From Kathmandu, drive south via Bharatpur to Ratnanagar to reach Krishna Pranami Temple.']","[{'event_name': 'Krishna Pranami Temple Mela', 'venue': 'Temple Premises', 'month___season': 'February', 'type': 'Religious', 'description___source': 'Devotional rituals with community performances.'}]",654,['Spiritual temple dedicated to Lord Krishna with active worship.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
489,panchakanya mandir,chitwan,All Year,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6614,84.4494,3,"A Hindu temple dedicated to the five goddesses (Panchakanya). It is a local shrine with cultural importance, often associated with community rituals and worship.","['From Kathmandu, drive south via Bharatpur and Ratnanagar to reach Panchakanya Mandir.']","[{'event_name': 'Panchakanya Mandir Festival', 'venue': 'Temple Grounds', 'month___season': 'March', 'type': 'Religious / Cultural', 'description___source': 'Folk performances, temple rituals, and local food stalls.'}]",321,['Religious site attracting devotees from surrounding villages.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
490,chisapani mandir,chitwan,All Year,"Temple, Hill",Natural Attractions,"Hiking, Pilgrimage",Moderate,Road + short hike,27.69,84.47,3,"Located near trekking routes north of Kathmandu, Chisapani Mandir is a small shrine surrounded by scenic hills. It is often visited by trekkers passing through the area.","['From Kathmandu, drive north via Sundarijal and Shivapuri to reach Chisapani Mandir.']","[{'event_name': 'Chisapani Temple Mela', 'venue': 'Temple Grounds', 'month___season': 'Spring', 'type': 'Religious', 'description___source': 'Pilgrimage rituals with local folk performances.'}]",987,['Small hilltop temple popular with trekkers and locals.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
491,ratnanagar,chitwan,All Year,Municipality,Urban & Modern Attractions,"Local tour, Markets",Easy,Highway,27.67,84.53,3,"A municipality in Chitwan district, Ratnanagar is known for its proximity to Chitwan National Park. It is a growing town with cultural diversity and eco-tourism opportunities.","['From Kathmandu, drive south via Mugling and Bharatpur to reach Ratnanagar.']","[{'event_name': 'Ratnanagar Cultural & Trade Fair', 'venue': 'Market Area', 'month___season': 'Autumn', 'type': 'Cultural / Trade', 'description___source': 'Folk music, handicrafts, and trade exhibitions.'}]",654,"['Town in Chitwan District, known for agriculture and local trade.']",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
492,khairahani,chitwan,All Year,Town,Urban & Modern Attractions,"Local market, Services",Easy,Road,27.65,84.59,3,"A municipality in Chitwan district, Khairahani is surrounded by fertile plains and rivers. It reflects Tharu culture and is part of the broader Chitwan tourism circuit","['From Kathmandu, drive south via Mugling and Chitwan District to reach Khairahani.']","[{'event_name': 'Khairahani Village Festival', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk performances, music, and local food.'}]",125,['Peaceful town surrounded by farmland in Chitwan District.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
493,korak,chitwan,Spring-Autumn,"Village, Trailhead",Trekking & Adventure,"Trekking, Rural tourism",Moderate,Road/Trail,27.61,84.6,3,"A rural area in Chitwan district, Korak is known for its natural landscapes and traditional lifestyle. It offers a glimpse into local agricultural practices and community life","['From Kathmandu, drive south via Mugling and Chitwan District to reach Korak village.']","[{'event_name': 'Korak Cultural Day', 'venue': 'Village Ground', 'month___season': 'Spring', 'type': 'Cultural', 'description___source': 'Community gathering with folk performances and handicraft stalls.'}]",136,['Rural village with natural scenery and traditional lifestyle.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
494,bandipur,tanahun,All Year,Historic Hill Town,Natural Attractions,"Viewpoints, Cultural tourism",Easy,Road,27.9333,84.41,3,"A hilltop town in Tanahun district, Bandipur is famous for its preserved Newar architecture, cobbled streets, and panoramic Himalayan views. It is a cultural gem blending heritage with tourism.","['From Kathmandu, drive west via Mugling and Dumre to reach Bandipur hilltop town.'
 'From Kathmandu, drive west via Mugling and Dumre to reach Bandipur.']","[{'event_name': 'Bandipur Cultural & Heritage Week', 'venue': 'Village / Town Square', 'month___season': 'Autumn', 'type': 'Cultural / Tourism', 'description___source': 'Folk performances, heritage tours, and handicraft exhibitions.'}, {'event_name': 'Bandipur Heritage & Cultural Festival', 'venue': 'Bazaar / Hilltop', 'month___season': 'Autumn', 'type': 'Heritage / Cultural', 'description___source': 'Folk performances, local handicrafts, and traditional cuisine.'}]",652650,"['Scenic hilltop town with preserved Newari architecture and Himalayan views.', 'Heritage hilltop town with preserved Newari architecture.']",Good Hotel Pvt Ltd,"Bazar, Bandipur 00977",Good hospitality at an affordable price.,4.1,Mid: $25–$45,Kriti Home Accomodation,Bandipur 33904,Pleasant ambiance with good food and amenities.,4.2,Low: $12–$25,The Old Inn Bandipur (Rural Heritage Accommodations),Bandipur 33904,Top-notch experience and beautiful design.,4.2,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,Good Hotel Pvt Ltd,"Bazar, Bandipur 00977",Good hospitality at an affordable price.,4.1,Mid: $25–$45,Kriti Home Accomodation,Bandipur 33904,Pleasant ambiance with good food and amenities.,4.2,Low: $12–$25,The Old Inn Bandipur (Rural Heritage Accommodations),Bandipur 33904,Top-notch experience and beautiful design.,4.2,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,1
495,nilkantha,dhading,All Year,Municipality/Hill,Natural Attractions,"Hiking, Cultural visit",Easy,Road,27.86,84.9,3,"A temple dedicated to Lord Shiva, often referred to as Nilkantha Mahadev. It is a spiritual site surrounded by hills and forests, attracting pilgrims and visitors seeking peace.","['From Kathmandu, drive northwest via Dhading District to reach Nilkantha in Dhading.']","[{'event_name': 'Nilkantha Highland Eco & Adventure Day', 'venue': 'Hill / Village Grounds', 'month___season': 'Spring', 'type': 'Eco / Adventure', 'description___source': 'Trekking, environmental awareness, and local folk performances.'}]",250,['Town in Dhading offering cultural experiences and river views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,2
496,dhuwakot,dhading,Spring-Autumn,"Hill, Village",Natural Attractions,"Trekking, Views",Moderate,Road,27.88,84.92,3,"A historic site in Dhading district, Dhuwakot is known for its ancient fort and temples. It offers cultural heritage alongside scenic views of the surrounding hills and valleys","['From Kathmandu, drive southwest via Kulekhani and Makwanpur District to reach Dhuwakot village.']","[{'event_name': 'Dhuwakot Village Festival', 'venue': 'Village Square', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk dances, music, and handicraft exhibitions.'}]",350,['Small village with serene surroundings and trekking access.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
497,deurali danda,dhading,Spring,Ridge/Hill,Natural Attractions,"Viewpoint, Hiking",Moderate,Road/Trail,27.9,84.94,3,"A scenic hilltop in central Nepal, Deurali Danda offers panoramic views of surrounding valleys and mountains. It is often used as a resting point for trekkers and locals traveling through rural trails.","['From Kathmandu, drive north via Dhading District to reach Deurali Danda.']","[{'event_name': 'Deurali Danda Trekking & Cultural Day', 'venue': 'Hilltop / Trail', 'month___season': 'Summer', 'type': 'Adventure / Cultural', 'description___source': 'Trekking with folk performances and environmental awareness.'}]",330,['Hilltop area perfect for sunrise and mountain panoramas.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
498,vagerachuli,dhading,Spring-Autumn,Hill,Natural Attractions,"Hiking, Nature",Moderate,Road/Trail,27.91,84.95,3,"A lesser-known hill area, Vagerachuli is surrounded by forests and terraced fields. It provides a peaceful environment and is valued by locals for its natural beauty and quiet atmosphere.","['From Kathmandu, drive northwest via Dhading and Nilkantha area to reach Vagerachuli hill area.']","[{'event_name': 'Vagerachuli Eco & Cultural Trek', 'venue': 'Hill Area', 'month___season': 'Spring', 'type': 'Eco / Adventure', 'description___source': 'Trekking, biodiversity awareness, and cultural performances.'}]",700,['Rural area with natural beauty and traditional lifestyle.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
499,semjong,dhading,Spring-Autumn,Village,Village & Rural Tourism,"Hiking, Nature",Moderate,Road,27.83,84.93,3,"A rural village in the hills, Semjong reflects traditional Nepali lifestyle with agriculture and community-centered living. It is a cultural stop for those exploring offbeat destinations.","['From Kathmandu, drive northwest via Dhading to reach Semjong village.']","[{'event_name': 'Semjong Village Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk music, dances, and local crafts showcase.'}]",750,['Quiet village ideal for experiencing rural Nepal.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
500,barsunchet,nuwakot,Spring,Village,Village & Rural Tourism,Nature visit,Moderate,Road,27.92,85.08,3,"Located in the mid-hills, Barsunchet is a small settlement known for its farming practices and scenic landscapes. It offers authentic rural experiences away from urban centers.","['From Kathmandu, drive north via Dhading District to reach Barsunchet village.']","[{'event_name': 'Barsunchet Heritage & Eco Day', 'venue': 'Village / Hilltop', 'month___season': 'Spring', 'type': 'Cultural / Eco', 'description___source': 'Local heritage and environmental awareness combined with folk performances.'}]",1000,['Small settlement with scenic landscapes and farming culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
501,bungtang,nuwakot,Spring,Village,Village & Rural Tourism,Cultural visit,Easy,Road,27.9,85.01,3,"A village in Nuwakot district, Bungtang is surrounded by hills and rivers. It is known for its traditional houses, cultural heritage, and natural environment.","['From Kathmandu, drive northwest via Dhading to reach Bungtang.']","[{'event_name': 'Bungtang Adventure & Cultural Trek', 'venue': 'Village / Hill Trail', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking, folk performances, and handicraft exhibitions.'}]",980,['Peaceful Himalayan village known for trekking and remote beauty.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
502,deurali,nuwakot,Spring,Pass/Deurali,Village & Rural Tourism,"Hiking, View",Moderate,Road/Trail,27.91,85,3,"A common name for several villages across Nepal, Deurali typically refers to settlements located on hill ridges. These areas are popular for viewpoints and short hikes.","['From Kathmandu, drive north via Dhading and Nilkantha to reach Deurali village.']","[{'event_name': 'Deurali Highland Eco & Trekking Festival', 'venue': 'Trek Base', 'month___season': 'Summer', 'type': 'Eco / Adventure', 'description___source': 'Trekking and environmental awareness with local folk programs.'}]",900,['Remote mountain settlement offering Himalayan views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,1
503,tupche,nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.94,85.04,3,"A rural settlement in Nuwakot district, Tupche is known for its agricultural lifestyle and scenic surroundings. It reflects the simplicity of village life in Nepal","['From Kathmandu, drive north via Dhading District to reach Tupche village.']","[{'event_name': 'Tupche Cultural Day', 'venue': 'Village Ground', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk dances, music, and handicraft exhibitions.'}]",500,['Traditional village with trekking access and serene landscapes.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
504,chappthoke,nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.05,3,A small village surrounded by terraced fields and hills. Chappthoke is a quiet rural destination offering cultural immersion and natural beauty,"['From Kathmandu, drive northwest via Dhading District to reach Chappthoke.']","[{'event_name': 'Chappthoke Trek & Culture Festival', 'venue': 'Trek / Village', 'month___season': 'Spring', 'type': 'Adventure / Cultural', 'description___source': 'Trekking and local cultural performances.'}]",600,['Small rural village with serene landscapes and traditional lifestyle.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
505,pokhari gaun,nuwakot,All Year,"Village, Pond",Village & Rural Tourism,"Local visit, Photography",Easy,Road/Trail,27.955,85.052,3,"Literally meaning “village with a pond,” Pokhari Gaun is a traditional settlement where water sources play a central role in daily life. It is a peaceful rural area with cultural significance","['From Kathmandu, drive north via Dhading District to reach Pokhari Gaun.']","[{'event_name': 'Pokhari Gaun Heritage & Folk Festival', 'venue': 'Village Grounds', 'month___season': 'Autumn', 'type': 'Cultural', 'description___source': 'Folk dances, traditional music, and handicraft stalls.'}]",369,['Scenic village centered around a peaceful pond.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,3
506,champani gaun,nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.048,3,A hillside village known for its farming practices and community traditions. Champani Gaun offers visitors a glimpse into authentic rural Nepali life,"['From Kathmandu, drive northwest via Dhading District to reach Champani Gaun.']","[{'event_name': 'Champani Gaun Cultural & Adventure Day', 'venue': 'Village / Hill', 'month___season': 'Spring', 'type': 'Cultural / Adventure', 'description___source': 'Trekking with folk performances and environmental awareness.'}]",700,['Hilltop settlement with panoramic mountain and valley views.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
507,yarsa,nuwakot,All Year,Village,Village & Rural Tourism,"Hiking, Local visit",Easy,Road,27.97,85.03,3,"A village in Nuwakot district, Yarsa is surrounded by hills and rivers. It is known for its cultural heritage and agricultural lifestyle.","['From Kathmandu, drive north via Dhading District to reach Yarsa village.']","[{'event_name': 'Yarsa Highland Cultural Festival', 'venue': 'Hill / Village', 'month___season': 'Summer', 'type': 'Cultural', 'description___source': 'Folk music, dances, and handicraft exhibition.'}]",500,['Remote village known for natural beauty and local culture.'],NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,No,No,No,No,No,No,No,No,No,No,No,No,0
508,urleni (helambu area),sindhupalchok,Spring-Autumn,Helambu Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.83,85.5,3,"Located in the Helambu region, Urleni is a Tamang village offering cultural immersion and scenic views. It is part of trekking routes that highlight Himalayan traditions.","['From Kathmandu, drive north via Sundarijal and Melamchi to reach Urleni in Helambu region.']","[{'event_name': 'Urleni Helambu Cultural Trek', 'venue': 'Trek Base / Village', 'month___season': 'Autumn', 'type': 'Adventure / Cultural', 'description___source': 'Trekking and local Limbu culture performances.'}]",400,"['Charming village in Helambu, ideal for trekking and cultural experiences.']",Helambu Chanaute Resort,"Helambu-07,Sindhupalchok,Nepal Helambu, Chanaute Ichok Road, Ichok 45300",A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,Helambu Riverside Resort and Organic Farm House,"WG5M+M3, Ichok",Great mid-range option for family visits.,4,Low: $12–$25,Helambu Mountain Resort,Kiwool,Top-notch experience and beautiful design.,3.8,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,Helambu Chanaute Resort,"Helambu-07,Sindhupalchok,Nepal Helambu, Chanaute Ichok Road, Ichok 45300",A cozy stay with basic comforts and local charm.,4,Mid: $25–$45,Helambu Riverside Resort and Organic Farm House,"WG5M+M3, Ichok",Great mid-range option for family visits.,4,Low: $12–$25,Helambu Mountain Resort,Kiwool,Top-notch experience and beautiful design.,3.8,High: $40–$70,No,No,No,No,No,No,No,No,No,No,No,No,1
